0,70.99932218887683,11,0,0,0.0,0,0,0,0.0,0,0,0
0,64.79361518336562,14,0,5,323.96807591682807,3,1,0,0.0,0,0,0
1,77.38112298019172,11,0,18,1710.4876724456572,11,0,0,0.0,0,0,0
0,51.816623742559855,14,5,0,0.0,0,0,0,0.0,0,0,0
0,47.100506496616774,16,4,28,1479.0015214383914,1,0,2,149.450838062415,0,0,0
0,151.63189074472237,19,4,1,110.0,0,0,1,52.20604942611026,0,1,1
0,75.05825731387073,18,6,2,150.11651462774145,1,0,1,14.190505167377566,0,0,0
0,63.401635165074396,5,0,0,0.0,0,0,1,83.2120964135936,0,0,0
0,124.11432203476302,22,5,0,0.0,0,0,0,0.0,0,1,0
0,58.851504619730555,21,4,5,294.25752309865277,1,0,0,0.0,0,0,0
0,415.44723275889226,10,4,1,110.0,0,0,0,0.0,0,0,0
0,34.041941810679994,4,5,0,0.0,0,0,2,210.27709483209398,1,0,0
0,108.34534932716649,23,4,0,0.0,0,0,0,0.0,0,0,0
0,97.3748968793594,17,4,0,0.0,0,0,2,101.39674824221667,1,0,0
0,231.03514668961512,22,5,2,220.0,0,0,2,107.16527031930879,0,0,0
0,9942.738501382715,13,3,4,3908.676279065232,0,2,2,756.9528469717382,0,0,0
0,55.76574046685134,8,0,1,55.76574046685134,1,0,0,0.0,0,0,0
0,53.51084601439369,8,5,2,107.02169202878738,0,0,0,0.0,0,0,1
0,123.92909635250811,22,5,5,550.0,0,0,0,0.0,0,0,1
1,143.58149675028415,5,6,17,1497.108760104509,17,1,0,0.0,0,0,0
0,51.13662400933846,6,6,1,51.13662400933846,0,0,1,72.02011820519854,1,0,0
0,104.2053789136031,19,0,3,312.6161367408093,0,0,1,96.477874779919,0,0,0
0,12709.113770642705,17,4,3,2484.155051938411,0,5,3,667.1390989444009,1,0,0
0,39.63212421536833,7,0,5,198.16062107684164,1,0,1,110.83782832601973,1,1,0
0,77.46247385166049,10,0,1,77.46247385166049,1,0,0,0.0,0,0,0
0,66.09455118996893,16,0,3,198.2836535699068,1,0,0,0.0,0,0,0
0,144.36074935226685,14,0,37,3583.5159866108506,0,0,1,62.10787057263071,1,0,0
0,62.827001673530134,6,5,4,251.30800669412054,1,0,2,159.94101726117844,0,0,0
0,50.22393114945827,14,6,0,0.0,0,0,1,43.88374579551476,0,0,0
0,80.0003325891173,15,5,2,160.0006651782346,0,0,2,156.4789369975707,0,0,0
1,77.01441423478192,19,0,11,963.4906279304206,11,0,2,169.71799934875298,1,0,0
0,118.83180590133982,14,4,5,550.0,0,0,1,38.97251025258924,0,0,0
0,147.2480670548581,18,5,0,0.0,0,0,0,0.0,0,0,0
0,131.20193150212128,12,5,3,330.0,0,0,0,0.0,0,0,0
0,65.43418141557014,5,6,3,196.3025442467104,0,0,0,0.0,0,0,0
0,152.08513676455385,17,5,2,220.0,0,0,0,0.0,0,0,0
0,92.30484047836369,15,0,2,184.60968095672737,0,0,2,233.48052490179282,1,0,0
0,58.391039216047574,12,5,4,233.5641568641903,1,0,0,0.0,0,0,0
0,80.05105813909252,19,4,0,0.0,0,0,3,323.3121624657151,1,0,0
0,45.81436708244658,15,4,0,0.0,0,0,0,0.0,0,0,0
0,55.61823880982592,4,5,5,278.09119404912957,0,0,1,75.86754765436665,0,0,0
0,68.92054242930863,14,5,0,0.0,0,0,0,0.0,0,0,0
0,98.90439503371984,4,0,0,0.0,0,0,1,94.52523233252414,0,0,0
0,55.852457366402554,22,4,4,223.40982946561022,1,0,0,0.0,0,0,1
0,124.93354428821415,17,0,3,330.0,0,0,2,137.88413487341916,2,0,0
1,11155.743845534445,15,6,2,868.5991281894603,0,0,1,575.8368320598171,1,0,0
0,36.4065688542986,16,0,6,218.4394131257916,0,0,1,63.56944136882674,1,0,0
0,79.41593041082928,4,5,3,238.24779123248783,0,0,2,140.63580138475925,0,0,0
0,80.54873002201072,12,0,45,2119.204015365637,1,1,0,0.0,0,0,0
0,205.1368784316303,17,0,1,110.0,0,0,0,0.0,0,0,0
0,53.46652079529639,13,4,0,0.0,0,0,1,90.4355139591393,1,0,0
1,7751.067647801507,9,0,2,844.8753109694545,1,0,4,191.37045419334564,0,0,0
0,82.50519232767232,18,5,1,82.50519232767232,0,0,1,87.93987441172806,1,0,0
0,147.3926928563298,9,6,0,0.0,0,0,2,199.80095234669872,0,0,0
0,64.03716026538434,11,4,2,128.0743205307687,0,0,0,0.0,0,0,0
0,91.45335621553659,22,6,0,0.0,0,0,1,30.53164347413975,1,0,0
0,77.8941674830392,9,6,0,0.0,0,0,1,57.3322287596787,1,0,0
0,43.90221084393842,3,4,5,219.51105421969208,1,0,0,0.0,0,0,0
0,112.10267449067489,10,5,5,550.0,0,0,1,20.343125471452215,0,0,0
0,54.719495304950364,2,5,0,0.0,0,0,1,12.692005441295416,0,0,0
0,137.10677187964913,19,5,0,0.0,0,0,0,0.0,0,0,1
0,163.40226688423817,2,4,0,0.0,0,1,1,56.01922258810997,0,0,0
0,84.72216065507028,15,0,0,0.0,0,0,1,109.36638121672563,1,0,0
0,120.937506896238,6,6,3,330.0,0,0,3,284.6570459681438,2,0,0
0,175.8097837863192,21,6,3,330.0,0,0,1,47.6681620624614,0,0,0
0,131.51082102457792,19,5,5,550.0,0,0,1,98.48688838641976,0,0,0
0,63.92014163240661,16,4,1,63.92014163240661,0,0,2,134.99458788304514,2,0,0
0,53.61250594247112,9,0,3,160.83751782741336,1,0,1,29.041768000751887,0,0,0
0,99.64377301912994,0,4,6,597.8626381147797,0,0,0,0.0,0,0,0
0,128.26079386488547,22,5,0,0.0,0,0,0,0.0,0,0,0
